section,name,price,category,description,availability,img_primary,img_secondary,product_url
Baby ,Baby Soap 100g,$5.00 ,BABY CARE,"A creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Almond & Moringa to moisturise, nourish & soften delicate skin. Pure Mango Butter & Kokum Butters help hydrate, protect & fortify natural balance, while fresh Aloe Vera & Calendula help cool & comfort.",Out of stock,Baby Soap 100g_primary.jpg,Baby Soap 100g_secondary.jpg,https://store.spaceylon.com/product/baby-soap-100g/
Baby ,Baby Eau De Ceylon 100ml,$19.00 ,BABY CARE,"A soft, breezy cologne evoking the soothing freshness of Ceylonese Citrus fruits, floral blossoms & rainforest herbs. The delicate island water is infused with an allergen-free aromatic blend, combining Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Eau De Ceylon 100ml_primary.jpg,Baby Eau De Ceylon 100ml_secondary.jpg,https://store.spaceylon.com/product/baby-eau-de-ceylon-100ml/
Baby ,Baby Soothing Aloe Gel 250Ml,$19.00 ,BABY CARE,"A light gel infused with naturally hydrating fresh Aloe Vera, to effectively soothe & care for delicate skin & hair. Pure Witch Hazel combines with Calendula & Apricot to comfort & protect from head-to-toe, protecting against dryness, environment & minor irritations. The allergen-free aromatic blend is infused with Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Soothing Aloe Gel 250Ml_primary.jpg,Baby Soothing Aloe Gel 250Ml_secondary.jpg,https://store.spaceylon.com/product/baby-soothing-aloe-gel-250ml/
Baby ,Baby Shampoo 250ml,$19.00 ,BABY CARE,"A light natural formula that is gentle for the eyes. Infused with Aloe Vera, Calendula & Mango to remove impurities & softly cleanse delicate hair & scalp. Virgin Coconut, Sweet Almond, & Sunflower help hydrate & fortify natural scalp balance, leaving hair soft & silky. The allergen-free aromatic blend is infused with Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Shampoo 250ml_primary.jpg,Baby Shampoo 250ml_secondary.jpg,https://store.spaceylon.com/product/baby-shampoo-250ml/
Baby ,Baby Wash 250ml,$19.00 ,BABY CARE,"A light natural formula, infused with Aloe Vera, Licorice & Calendula to gently, yet effectively remove impurities & cleanse delicate skin. Virgin Coconut, Sweet Almond, & Sunflower help soothe & hydrate, leaving skin soft & fresh. The allergen-free aromatic blend is infused with Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Wash 250ml_primary.jpg,Baby Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/baby-wash-250ml/
skin,Skin-Balance – Moringa Herb – Discolouration Treatment Serum – 60ml,$26.00 ,NIGHT SERUMS & TREATMENTS,"Best for blemished, blotchy & uneven skin & problem skin that seeks soothing balance, freshness & new radiance",In Stock,,,https://store.spaceylon.com/product/skin-balance-moringa-herb-discolouration-treatment-serum-60ml/
skin,Sal & Saffron – Vitamin E Rich – Skin Care Set,$35.00 ,GIFTS,Description not available,In Stock,Sal & Saffron – Vitamin E Rich – Skin Care Set_primary.jpg,Sal & Saffron – Vitamin E Rich – Skin Care Set_secondary.jpg,https://store.spaceylon.com/product/sal-saffron-vitamin-e-rich-skin-care-set/
skin,Sal & Saffron – Vitamin E Rich – Eye Zone – Day & Night Treatment Concentrate – 20ml,$18.00 ,SAL & SAFFRON,"A powerful targeted treatment infused with nourishing Sal Butter & precious Saffron to help soothe & protect skin around & under the eyes, defending against visible signs of skin ageing.",Out of stock,Sal & Saffron – Vitamin E Rich – Eye Zone – Day & Night Treatment Concentrate – 20ml_primary.jpg,Sal & Saffron – Vitamin E Rich – Eye Zone – Day & Night Treatment Concentrate – 20ml_secondary.jpg,https://store.spaceylon.com/product/sal-saffron-vitamin-e-rich-eye-zone-day-night-treatment-concentrate-20ml/
skin,Sal & Saffron – 2-in-1 Deep Cleanser + Facial Treatment Masque 100ml,$21.00 ,SAL & SAFFRON,"A purifying & hydrating dual-active formula infused with nourishing Sal Butter & precious Saffron to instantly deep cleanse skin, dissolving make-up, removing daily grime & pollutants.",Out of stock,Sal & Saffron – 2-in-1 Deep Cleanser + Facial Treatment Masque 100ml_primary.jpg,Sal & Saffron – 2-in-1 Deep Cleanser + Facial Treatment Masque 100ml_secondary.jpg,https://store.spaceylon.com/product/sal-saffron-2-in-1-deep-cleanser-facial-treatment-masque-100ml/
skin,Sal & Saffron – Vitamin E Rich – Facial Cleansing Foam – 150ml,$21.00 ,SAL & SAFFRON,Description not available,Out of stock,Sal & Saffron – Vitamin E Rich – Facial Cleansing Foam – 150ml_primary.jpg,Sal & Saffron – Vitamin E Rich – Facial Cleansing Foam – 150ml_secondary.jpg,https://store.spaceylon.com/product/sal-saffron-vitamin-e-rich-facial-cleansing-foam-150ml-2/
skin,Sal & Saffron – Vitamin E Rich – Ultra-Hydrating Facial Treatment Gel – 60ml,$22.00 ,FACE CARE,"A fast-action extra-potent wonder blend infused with nourishing Sal Butter & precious Saffron to instantly deep-hydrate, soothe dryness, minimize appearance of pores & add a more visibly youthful glow to skin.",Out of stock,Sal & Saffron – Vitamin E Rich – Ultra-Hydrating Facial Treatment Gel – 60ml_primary.jpg,Sal & Saffron – Vitamin E Rich – Ultra-Hydrating Facial Treatment Gel – 60ml_secondary.jpg,https://store.spaceylon.com/product/ultra-hydrating-facial-treatment-gel-sal-saffron-60ml/
skin,Sal & Saffron – Vitamin E Rich – Glow Activating Day Facial Protector – 100g,$22.00 ,SAL & SAFFRON,"A light, fast-absorbent blend of nourishing Sal Butter & precious Saffron, to soothe & control dryness, while keep skin looking fresh & matte throughout the day.",Out of stock,Sal & Saffron – Vitamin E Rich – Glow Activating Day Facial Protector – 100g_primary.jpg,Sal & Saffron – Vitamin E Rich – Glow Activating Day Facial Protector – 100g_secondary.jpg,https://store.spaceylon.com/product/glow-activating-day-facial-protector-sal-saffron-100g/
skin,Sal & Saffron – Vitamin E Rich – Delicate Creme Facial Exfoliator – 100g,$21.00 ,FACE CARE,"A gentle purifying blend infused with nourishing Sal Butter & precious Saffron to help clear clogged pores, take away rough patches & renew skin.",In Stock,Sal & Saffron – Vitamin E Rich – Delicate Creme Facial Exfoliator – 100g_primary.jpg,Sal & Saffron – Vitamin E Rich – Delicate Creme Facial Exfoliator – 100g_secondary.jpg,https://store.spaceylon.com/product/delicate-creme-facial-exfoliator-sal-saffron-100g/
skin,Sal & Saffron – Vitamin E Rich – Ultra-Nourishing Rich Facial Cream – 100g,$26.00 ,SAL & SAFFRON,"A rich & creamy deep-penetrating treatment infused with nourishing Sal Butter & precious Saffron to soothe, calm & comfort skin, helping to prevent dryness, rough patches & signs of premature ageing.",Out of stock,Sal & Saffron – Vitamin E Rich – Ultra-Nourishing Rich Facial Cream – 100g_primary.jpg,Sal & Saffron – Vitamin E Rich – Ultra-Nourishing Rich Facial Cream – 100g_secondary.jpg,https://store.spaceylon.com/product/ultra-nourishing-rich-facial-cream-sal-saffron-100g/
skin,Skin Smooth Bakuchiol – Retinol Alternative Age Refining Day & Night Facial Serum – 30ml,$33.00 ,SKIN WELLNESS,"Traditionally referred to as Babchi Flower in Ayurveda, this natural active helps renew collagen, even-out skin tone, improve elasticity & promote plumper, firmer skin feel.",In Stock,Skin Smooth Bakuchiol – Retinol Alternative Age Refining Day & Night Facial Serum – 30ml_primary.jpg,Skin Smooth Bakuchiol – Retinol Alternative Age Refining Day & Night Facial Serum – 30ml_secondary.jpg,https://store.spaceylon.com/product/skin-smooth-bakuchiol-retinol-alternative-age-refining-day-night-facial-serum-30ml/
skin,Ceylon Coffee & Cocoa Lip Balm – 10g,$13.00 ,LIP BALMS,Description not available,In Stock,Ceylon Coffee & Cocoa Lip Balm – 10g_primary.jpg,Ceylon Coffee & Cocoa Lip Balm – 10g_secondary.jpg,https://store.spaceylon.com/product/ceylon-coffee-cocoa-lip-balm-10g/
skin,Ceylon Grapefruit & Rice Lip Balm – 10g,$13.00 ,LIP BALMS,Description not available,In Stock,Ceylon Grapefruit & Rice Lip Balm – 10g_primary.jpg,Ceylon Grapefruit & Rice Lip Balm – 10g_secondary.jpg,https://store.spaceylon.com/product/ceylon-grapefruit-rice-lip-balm-10g/
skin,Ceylon Lime & Avocado Lip Balm -10g,$13.00 ,LIP BALMS,Description not available,Out of stock,Ceylon Lime & Avocado Lip Balm -10g_primary.jpg,Ceylon Lime & Avocado Lip Balm -10g_secondary.jpg,https://store.spaceylon.com/product/ceylon-orange-avocado-lip-balm-10g/
skin,White Rice – Age Control Facial Cleansing Milk – White Rice – 100ml,$27.00 ,CLEANSER,"An advanced purifying formula blended with pure Rice Bran Oil – rich in naturally anti-oxidant & youth-giving Gamma Oryzanol. Virgin Coconut & Olive help dissolve impurities & effectively remove make-up, while deep cleansing & hydrating skin.",Out of stock,White Rice – Age Control Facial Cleansing Milk – White Rice – 100ml_primary.jpg,White Rice – Age Control Facial Cleansing Milk – White Rice – 100ml_secondary.jpg,https://store.spaceylon.com/product/white-rice-age-control-facial-cleansing-milk-white-rice-100ml/
skin,Virgin Coconut – Extra Gentle Micellar Water Facial Cleanser – 100ml,$26.00 ,CLEANSER,"An advanced one-step make-up removing & skin cleansing formula blended with pure Virgin Coconut water – freshly harvested at source in Ceylon. Gently, yet efficiently wipes away even waterproof make-up & impurities from the face, eyelids & lips, without over-drying. Rice Bran, Moringa & Margosa help skin feel soft, soothed & refreshed.",Out of stock,Virgin Coconut – Extra Gentle Micellar Water Facial Cleanser – 100ml_primary.jpg,Virgin Coconut – Extra Gentle Micellar Water Facial Cleanser – 100ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-extra-gentle-micellar-water-facial-cleanser-100ml/
skin,Skin Destress – Ashwagandha Advanced Anti-Pollution Day Face Essence – 30ml,$31.00 ,DAY SERUM & TREATMENTS,"A lightweight finishing essence infused with powerful Ayurveda WonderHerbs to create an instant barrier against harsh-pollutants and harmful blue light. Precious Arnica, Calendula & Witch Hazel help soothe & comfort skin, strengthening balance. Rice Bran & natural pro-biotics help intensely hydrate, nourish & lock-in moisture, promoting a smoother, more rested skin-feel.
Best for tired, puffy & mature skin, & stressed skin that seeks comforting protection against the elements & urban pollution.",In Stock,Skin Destress – Ashwagandha Advanced Anti-Pollution Day Face Essence – 30ml_primary.jpg,Skin Destress – Ashwagandha Advanced Anti-Pollution Day Face Essence – 30ml_secondary.jpg,https://store.spaceylon.com/product/skin-destress-ashwagandha-advanced-anti-pollution-day-face-essence-30ml/
skin,Skin Sleep – Tamarind Seed Advanced Lifting & Revitalising Night Face Serum 30ml,$40.00 ,DAY SERUM & TREATMENTS,"A powerful night-renewal treatment infused with naturally rejuvenating Ayurveda WonderHerbs. Precious Arnica, Calendula & Witch Hazel help soothe & restore skin, strengthening balance.",In Stock,Skin Sleep – Tamarind Seed Advanced Lifting & Revitalising Night Face Serum 30ml_primary.jpg,Skin Sleep – Tamarind Seed Advanced Lifting & Revitalising Night Face Serum 30ml_secondary.jpg,https://store.spaceylon.com/product/skin-sleep-tamarind-seed-advanced-lifting-revitalising-night-face-serum-30ml/
skin,White Jasmine – Illuminating Facial Protector 100g,$31.00 ,MOISTURISER / DAY CREAMS,"A fast-absorbent multi-protective formula with precious Jasmine & intensely hydrating Beetroot actives to deep-moisturise, nourish, brighten & illuminate skin. Enriched with triple UV sunscreens to protect skin from the harmful rays of the sun, while natural minerals help keep skin looking fresh, for longer.",In Stock,White Jasmine – Illuminating Facial Protector 100g_primary.jpg,White Jasmine – Illuminating Facial Protector 100g_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-illuminating-facial-protector-100g/
skin,White Rose – Ultra Light Comforting Facial Moisturiser 60ml,$26.00 ,MOISTURISER / DAY CREAMS,"An extra-light formula with pure Rose Water to hydrate & comfort skin, preserving natural balance. Virgin Coconut combines with Aloe Vera to help gently soothe & nourish skin, without excessive oiliness.",In Stock,White Rose – Ultra Light Comforting Facial Moisturiser 60ml_primary.jpg,White Rose – Ultra Light Comforting Facial Moisturiser 60ml_secondary.jpg,https://store.spaceylon.com/product/white-rose-ultra-light-comforting-facial-moisturiser-60ml/
skin,True Turmeric – Vitamin C Glow – Facial Cleansing Foam 150ml,$26.00 ,BEST SELLERS,"A soft-foaming formula infused with True Turmeric & powerful Ayurveda WonderHerbs to deep cleanse & purify skin, taking away dullness & imperfections.",In Stock,True Turmeric – Vitamin C Glow – Facial Cleansing Foam 150ml_primary.jpg,True Turmeric – Vitamin C Glow – Facial Cleansing Foam 150ml_secondary.jpg,https://store.spaceylon.com/product/true-turmeric-vitamin-c-glow-facial-cleansing-foam-150ml/
skin,True Turmeric – Vitamin C Glow – Renewing All-Day Protector 100g,$31.00 ,MOISTURISER / DAY CREAMS,"A fast-absorbent blend of Ayurveda WonderHerbs infused with calming, anti-oxidant & fortifying Turmeric, Rice Bran & Marigold, to help minimise dark patches, take-away dullness & control imperfections.",Out of stock,True Turmeric – Vitamin C Glow – Renewing All-Day Protector 100g_primary.jpg,True Turmeric – Vitamin C Glow – Renewing All-Day Protector 100g_secondary.jpg,https://store.spaceylon.com/product/true-turmeric-vitamin-c-glow-renewing-all-day-protector-100g/
skin,True Turmeric – Vitamin C Glow – Renewing Treatment Serum 30ml,$37.00 ,DAY SERUM & TREATMENTS,"A powerful overnight repair treatment infused with Ayurveda WonderHerbs & anti-oxidant, healing & calming Turmeric to help minimize dark patches, take-off dullness & control imperfections.",In Stock,True Turmeric – Vitamin C Glow – Renewing Treatment Serum 30ml_primary.jpg,True Turmeric – Vitamin C Glow – Renewing Treatment Serum 30ml_secondary.jpg,https://store.spaceylon.com/product/true-turmeric-vitamin-c-glow-renewing-treatment-serum-30ml/
skin,True Turmeric – Vitamin C Glow – Exfoliating Clay Facial Masque 200g,$42.00 ,FACIAL EXFOLIATOR,"A powerful blend of Ayurveda WonderHerbs infused with anti-oxidant, healing & calming Turmeric to intensely purify & energise skin. Virgin Coconut & Sweet Almond help instantly deep cleanse skin, dissolving make-up, daily grime & pollutants.",In Stock,True Turmeric – Vitamin C Glow – Exfoliating Clay Facial Masque 200g_primary.jpg,True Turmeric – Vitamin C Glow – Exfoliating Clay Facial Masque 200g_secondary.jpg,https://store.spaceylon.com/product/true-turmeric-vitamin-c-glow-exfoliating-clay-facial-masque-200g/
skin,True Turmeric – Vitamin C Glow – Anti-Pollution Gel Facial Masque 60ml,$37.00 ,FACIAL MASQUE,"A multi-active blend of Ayurveda WonderHerbs infused with anti-oxidant, healing & calming Turmeric, to help instantly soothe & revitalise skin, take away dullness, clear sun-tan & reduce imperfections.",Out of stock,True Turmeric – Vitamin C Glow – Anti-Pollution Gel Facial Masque 60ml_primary.jpg,True Turmeric – Vitamin C Glow – Anti-Pollution Gel Facial Masque 60ml_secondary.jpg,https://store.spaceylon.com/product/true-turmeric-vitamin-c-glow-anti-pollution-gel-facial-masque-60ml/
skin,True Turmeric – Vitamin C Glow – Deep Cleansing Facial Balm 100ml,$27.00 ,TRUE TURMERIC,"A powerful blend of Ayurveda WonderHerbs infused with anti-oxidant, healing & calming Turmeric to intensely purify & energise skin. Virgin Coconut & Sweet Almond help instantly deep cleanse skin, dissolving make-up, daily grime & pollutants.",In Stock,True Turmeric – Vitamin C Glow – Deep Cleansing Facial Balm 100ml_primary.jpg,True Turmeric – Vitamin C Glow – Deep Cleansing Facial Balm 100ml_secondary.jpg,https://store.spaceylon.com/product/true-turmeric-vitamin-c-glow-deep-cleansing-facial-balm-100ml/
skin,White Jasmine – Night Repair Face Treatment Oil 30ml,$31.00 ,NIGHT SERUMS & TREATMENTS,"A light, fast-absorbent, overnight treatment with 100% pure precious Jasmine oil to help gently brighten & illuminate skin. Concentrated Olive extracts combine with Rice Bran & natural vitamins to soothe, nourish & hydrate skin, helping to accelerate the overnight skin recovery process, so you wake up to refreshed, visibly firmer, smoother & younger looking skin.",Out of stock,White Jasmine – Night Repair Face Treatment Oil 30ml_primary.jpg,White Jasmine – Night Repair Face Treatment Oil 30ml_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-night-repair-face-treatment-oil-30ml/
skin,White Jasmine – Day Hydrating Serum 60ml,$37.00 ,DAY SERUM & TREATMENTS,"A non-oily pre-moisturiser with 100% pure precious Jasmine oil to gently lighten, brighten & illuminate skin. Concentrated Olive extracts, Jasmine & natural vitamins help improve overall skin tone, while Licorice, Green Tea, Watercress & Bearberry help inhibit formation of skin darkening cells.",Out of stock,White Jasmine – Day Hydrating Serum 60ml_primary.jpg,White Jasmine – Day Hydrating Serum 60ml_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-day-hydrating-serum-60ml/
skin,Sandalwood – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Sandalwood help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Sandalwood – Wonder Oil 100ml_primary.jpg,Sandalwood – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-wonder-oil-100ml/
skin,Night Jasmine – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Jasmine help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Night Jasmine – Wonder Oil 100ml_primary.jpg,Night Jasmine – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/night-jasmine-wonder-oil-100ml/
skin,Almond Tinted Lip Balm – Tamarind SPF 15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",Out of stock,Almond Tinted Lip Balm – Tamarind SPF 15+_primary.jpg,Almond Tinted Lip Balm – Tamarind SPF 15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-tamarind-spf-15/
skin,Almond Tinted Lip Balm – Orchid SPF 15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",Out of stock,Almond Tinted Lip Balm – Orchid SPF 15+_primary.jpg,Almond Tinted Lip Balm – Orchid SPF 15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-orchid-spf-15/
skin,Almond Tinted Lip Balm – Damson SPF 15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",Out of stock,Almond Tinted Lip Balm – Damson SPF 15+_primary.jpg,Almond Tinted Lip Balm – Damson SPF 15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-damson-spf-15/
skin,Almond Tinted Lip Balm – Nelum SPF 15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",Out of stock,Almond Tinted Lip Balm – Nelum SPF 15+_primary.jpg,Almond Tinted Lip Balm – Nelum SPF 15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-nelum-spf-15/
skin,Almond Tinted Lip Balm – Clove SPF15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",Out of stock,Almond Tinted Lip Balm – Clove SPF15+_primary.jpg,Almond Tinted Lip Balm – Clove SPF15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-clove-spf15/
skin,Almond Tinted Lip Balm – Lotus SPF 15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",In Stock,Almond Tinted Lip Balm – Lotus SPF 15+_primary.jpg,Almond Tinted Lip Balm – Lotus SPF 15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-lotus-spf-15-2/
skin,Almond Tinted Lip Balm – Nude SPF 15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",In Stock,Almond Tinted Lip Balm – Nude SPF 15+_primary.jpg,Almond Tinted Lip Balm – Nude SPF 15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-nude-spf-15-2/
skin,Almond Tinted Lip Balm – Sandalwood SPF 15+,$21.00 ,TINTED LIP BALMS,"100% Natural Mineral Colour
An ultra-rich natural blend of Virgin Coconut, Cocoa, Mango & Kokum butters & cold-pressed Almond, Rice Bran, Avocado & Wheatgerm oils to treat, moisturise, soften & smoothen lips.",Out of stock,Almond Tinted Lip Balm – Sandalwood SPF 15+_primary.jpg,Almond Tinted Lip Balm – Sandalwood SPF 15+_secondary.jpg,https://store.spaceylon.com/product/almond-tinted-lip-balm-sandalwood-spf-15-2/
skin,Frankincense – Face Wash For Men 150ml,$32.00 ,CLEANSER,"A deep-cleansing formula with powerful Ayurveda herbs to lift-off dust, pollution, impurities & excess surface oil, to minimize skin shine. Green Olive, Kokum Butter, organic Aloe Vera & Virgin Coconut brighten, revitalise & immediately freshen skin.",Out of stock,Frankincense – Face Wash For Men 150ml_primary.jpg,Frankincense – Face Wash For Men 150ml_secondary.jpg,https://store.spaceylon.com/product/frankincense-face-wash-for-men-150ml/
skin,Virgin Coconut – Cream Facial Wash 150ml,$32.00 ,CLEANSER,"A rich, soft-foaming formula, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.",Out of stock,Virgin Coconut – Cream Facial Wash 150ml_primary.jpg,Virgin Coconut – Cream Facial Wash 150ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-cream-facial-wash-150ml/
skin,White Mint – Facial Cleansing Foam 150ml,$32.00 ,BEST SELLERS,"A rich, soft-foaming formula with powerful Ayurveda herbs to deep cleanse & purify skin, controlling excess surface oil. Green Olive helps dissolve impurities, while Kokum Butter, organic Aloe Vera & natural vitamins help gently refresh, brighten & illuminate skin.",Out of stock,White Mint – Facial Cleansing Foam 150ml_primary.jpg,White Mint – Facial Cleansing Foam 150ml_secondary.jpg,https://store.spaceylon.com/product/white-mint-facial-cleansing-foam-150ml/
skin,White Jasmine – Facial Cleansing Foam 150ml,$32.00 ,BEST SELLERS,"A rich, soft-foaming formula with pure floral essences & powerful Ayurveda herbs to deep cleanse & purify skin, without excessive dryness. Green Olive & Kokum Butter help dissolve impurities & effectively remove surface oil & make-up, while organic Aloe Vera & natural vitamins help gently refresh, brighten & illuminate skin.",Out of stock,White Jasmine – Facial Cleansing Foam 150ml_primary.jpg,White Jasmine – Facial Cleansing Foam 150ml_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-facial-cleansing-foam-150ml/
skin,Skin Soothe – Tamarind – Revitalizing Crème Facial Exfoliator 100g,$30.00 ,DOSHA BY FACE CARE,"A rich natural skin renewing treatment. Deep-acting Grape Seed, Walnut & Indian Ginseng combine to gently purify & exfoliate skin, minimizing dead cells, dark spots & imperfections.100g",In Stock,Skin Soothe – Tamarind – Revitalizing Crème Facial Exfoliator 100g_primary.jpg,Skin Soothe – Tamarind – Revitalizing Crème Facial Exfoliator 100g_secondary.jpg,https://store.spaceylon.com/product/skin-soothe-tamarind-revitalizing-creme-facial-exfoliator-100g/
skin,Skin Balance – Moringa & Neem – Clarifying Clay Facial Exfoliator 100g,$30.00 ,DOSHA BY FACE CARE,Description not available,Out of stock,Skin Balance – Moringa & Neem – Clarifying Clay Facial Exfoliator 100g_primary.jpg,Skin Balance – Moringa & Neem – Clarifying Clay Facial Exfoliator 100g_secondary.jpg,https://store.spaceylon.com/product/skin-balance-moringa-neem-clarifying-clay-facial-exfoliator-100g/
skin,Skin Energise – Citrus & Red Sandal – Radiance Gel Facial Exfoliator 120g,$30.00 ,DOSHA BY FACE CARE,"A unique skin renewal treatment enriched with an invigorating blend of Ceylon citrus fruits to help energize & boost natural glow. Red Sandalwood, Walnut & Papaya help effectively clear clogged pores, remove dead cells & reduce dark patches.",Out of stock,Skin Energise – Citrus & Red Sandal – Radiance Gel Facial Exfoliator 120g_primary.jpg,Skin Energise – Citrus & Red Sandal – Radiance Gel Facial Exfoliator 120g_secondary.jpg,https://store.spaceylon.com/product/skin-energise-citrus-red-sandal-radiance-gel-facial-exfoliator-120g/
skin,White Rice – Rejuvenating Facial Exfoliator 100g,$30.00 ,DOSHA BY FACE CARE,Description not available,In Stock,White Rice – Rejuvenating Facial Exfoliator 100g_primary.jpg,White Rice – Rejuvenating Facial Exfoliator 100g_secondary.jpg,https://store.spaceylon.com/product/white-rice-rejuvenating-facial-exfoliator-100g/
skin,Ceylon Orange With Avocado – Lip Sleeping Masque – 50g,$21.00 ,LIP MASQUES,A deep-conditioning & restorative leave-on overnight lip treatment.,In Stock,Ceylon Orange With Avocado – Lip Sleeping Masque – 50g_primary.jpg,Ceylon Orange With Avocado – Lip Sleeping Masque – 50g_secondary.jpg,https://store.spaceylon.com/product/ceylon-orange-with-avocado-lip-sleeping-masque-50g/
skin,Ceylon Mango With Neroli – Lip Sleeping Masque – 50g,$21.00 ,LIP MASQUES,A deep-conditioning & restorative leave-on overnight lip treatment.,Out of stock,Ceylon Mango With Neroli – Lip Sleeping Masque – 50g_primary.jpg,Ceylon Mango With Neroli – Lip Sleeping Masque – 50g_secondary.jpg,https://store.spaceylon.com/product/ceylon-mango-with-neroli-lip-sleeping-masque-50g/
skin,Tamarind – Hydrating Facial Water Mist 100ml,$16.00 ,FACIAL MIST,"A precious blend of mineral-rich pure Ceylonese mountain spring water infused with Ayurveda WonderHerb Tamarind. Instantly soothes, hydrates, comforts & refreshes skin.",Out of stock,Tamarind – Hydrating Facial Water Mist 100ml_primary.jpg,Tamarind – Hydrating Facial Water Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/tamarind-hydrating-facial-water-mist-100ml/
skin,Sandalwood – Hydrating Facial Water Mist 100ml,$16.00 ,FACIAL MIST,"A precious blend of mineral-rich pure Ceylonese mountain spring water infused with Ayurveda WonderHerb Sandalwood. Instantly soothes, hydrates, comforts & refreshes skin.",Out of stock,Sandalwood – Hydrating Facial Water Mist 100ml_primary.jpg,Sandalwood – Hydrating Facial Water Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-hydrating-facial-water-mist-100ml/
